,id,name,jersey,last_name,first_name,abbr_name,preferred_name,birth_date,weight,height,position,age,birth_place,high_school,college,college_conf,rookie_year,status,sr_id,name_suffix,draft.year,draft.round,draft.number,draft.team.id,draft.team.name,draft.team.market,draft.team.alias,draft.team.sr_id,season->id,season->summary
0,e33df0c0-1f12-450a-a178-b7e5478c479e,Zack Bailey,65,Bailey,Zack,Z.Bailey,Zack,1995-11-08,315.0,77,OL,25.0,"Summerville, SC, USA",Summerville (SC),South Carolina,Southeastern Conference,2019,dnp,sr:player:1217240,II,,,,,,,,,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
1,4131d4ee-0318-4bb5-832a-4dec80668a4f,Justin Jefferson,18,Jefferson,Justin,J.Jefferson,Justin,1999-01-16,195.0,73,WR,22.0,"St. Rose, LA, USA",Destrehan (LA),LSU,Southeastern Conference,2020,started,sr:player:2040427,,2020.0,1.0,22.0,33405046-04ee-4058-a950-d606f8c30852,Vikings,Minnesota,MIN,sr:competitor:4423,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
2,0c9102ea-9fe8-4900-9d33-8eab299cf9ce,Chazz Surratt,41,Surratt,CHazz,C.Surratt,,1997-02-16,233.0,74,LB,24.0,"Denver, NC, USA",East Lincoln (NC),North Carolina,,2021,played,sr:player:2198060,,2021.0,3.0,78.0,33405046-04ee-4058-a950-d606f8c30852,Vikings,Minnesota,MIN,sr:competitor:4423,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
3,68356887-b59e-4210-9726-828ea7f83928,D.J. Wonnum,98,Wonnum,D.J.,D.Wonnum,D.J.,1997-10-31,258.0,77,DE,23.0,"Stone Mountain, GA, USA",Stephenson (GA),South Carolina,Southeastern Conference,2020,started,sr:player:1218622,,2020.0,4.0,117.0,33405046-04ee-4058-a950-d606f8c30852,Vikings,Minnesota,MIN,sr:competitor:4423,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
4,299cb403-1cea-48da-baaa-b55510a6b78b,Blake Lynch,48,Lynch,Blake,B.Lynch,Blake,1997-02-14,233.0,75,LB,24.0,"Gilmer, TX, USA",Gilmer (TX),Baylor,Big Twelve Conference,2020,started,sr:player:2040673,,,,,,,,,,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
5,c1576aca-1bd1-4b9f-ba83-10235f1e2eca,Brandon Dillon,86,Dillon,Brandon,B.Dillon,Brandon,1997-04-30,250.0,77,TE,24.0,"Bringhurst, IN, USA",Carroll (IN),Marian (IN),Mid-States Football Association,2019,dnp,sr:player:1735711,,,,,,,,,,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
6,ba7fe857-df63-4aed-803a-80993b157be4,Danielle Hunter,99,Hunter,Danielle,D.Hunter,Danielle,1994-10-29,263.0,77,DE,26.0,"Katy, TX, USA",Morton Ranch (TX),LSU,Southeastern Conference,2015,started,sr:player:834659,,2015.0,3.0,88.0,33405046-04ee-4058-a950-d606f8c30852,Vikings,Minnesota,MIN,sr:competitor:4423,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
7,598a8d06-43b3-40f2-b4e1-59e06baddf83,Ryan Connelly,57,Connelly,Ryan,R.Connelly,Ryan,1995-10-03,234.0,74,LB,25.0,"Eden Prairie, MN, USA",Eden Prairie (MN),Wisconsin,Big Ten Conference,2019,played,sr:player:1216588,,2019.0,5.0,143.0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Giants,New York,NYG,sr:competitor:4426,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
8,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,Ameer Abdullah,31,Abdullah,Ameer,A.Abdullah,Ameer,1993-06-13,196.0,69,RB,28.0,"Homewood, AL, USA",Homewood (AL),Nebraska,Big Ten Conference,2015,played,sr:player:834725,,2015.0,2.0,54.0,c5a59daa-53a7-4de0-851f-fb12be893e9e,Lions,Detroit,DET,sr:competitor:4419,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
9,6ef5045f-9215-4354-a1af-3f86e4c4a03d,Stephen Weatherly,91,Weatherly,Stephen,S.Weatherly,Stephen,1994-03-19,262.0,77,DE,27.0,"Snellville, GA, USA",Shiloh (GA),Vanderbilt,Southeastern Conference,2016,played,sr:player:1074150,,2016.0,7.0,227.0,33405046-04ee-4058-a950-d606f8c30852,Vikings,Minnesota,MIN,sr:competitor:4423,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
10,bbd0942c-6f77-4f83-a6d0-66ec6548019e,Kirk Cousins,08,Cousins,Kirk,K.Cousins,Kirk,1988-08-19,205.0,75,QB,33.0,"Barrington, IL, USA",Holland Christian (MI),Michigan State,Big Ten Conference,2012,started,sr:player:828891,,2012.0,4.0,102.0,22052ff7-c065-42ee-bc8f-c4691c50e624,Football Team,Washington,WAS,sr:competitor:4432,7d06369a-382a-448a-b295-6da9eab53245,"{'season': {'id': '06275f0f-08ff-4787-91fc-5c30464ccfd9', 'year': 2021, 'type': 'REG', 'name': 'REG'}, 'week': {'id': 'fd8c3b59-ff5b-4cfe-90b8-443d105e626b', 'sequence': 3, 'title': '3'}, 'venue': {'id': 'f5ff00d4-1ed8-4918-bf73-13d66d510f98', 'name': 'U.S. Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'country': 'USA', 'zip': '55415', 'address': '900 S 5th Street', 'capacity': 66655, 'surface': 'artificial', 'roof_type': 'dome', 'sr_id': 'sr:venue:18423', 'location': {'lat': '44.973686', 'lng': '-93.257458'}}, 'home': {'id': '33405046-04ee-4058-a950-d606f8c30852', 'name': 'Vikings', 'market': 'Minnesota', 'alias': 'MIN', 'sr_id': 'sr:competitor:4423', 'used_timeouts': 0, 'remaining_timeouts': 3, 'points': 30, 'record': {'wins': 1, 'losses': 3, 'ties': 0}}, 'away': {'id': '3d08af9e-c767-4f88-a7dc-b920c6d2b4a8', 'name': 'Seahawks', 'market': 'Seattle', 'alias': 'SEA', 'sr_id': 'sr:competitor:4430', 'used_timeouts': 3, 'remaining_timeouts': 0, 'points': 17, 'record': {'wins': 2, 'losses': 2, 'ties': 0}}}"
